[2024-12-28 16:59:47] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-28 16:59:47] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-28 16:59:47] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-28 16:59:48] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-28 16:59:48] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-28 16:59:48] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-28 16:59:48] [class-ss-setup-task.php:33] Creating archive directory: C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187\
[2024-12-28 16:59:48] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/cont/
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e900e5cf-gmKMPD.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:df6220a46210e49d65539d02d35ccacb7762c50d===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e901e984-ISJdKt.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css?simply_static_page=159
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css?simply_static_page=159
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 389 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e901e984-ISJdKt.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:41ef4f72f2d6b434f52a5933d7784e3380ec519c===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e90268ed-sEpfD6.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css?simply_static_page=160
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css?simply_static_page=160
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 323 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e90268ed-sEpfD6.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:54138af38b01ee02c1090d20e322b8bb7fa38e58===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e902d493-7bxY4J.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css?simply_static_page=161
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css?simply_static_page=161
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 380 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e902d493-7bxY4J.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:d398733c6df568ac0203cf4e782c1791d1d39dcb===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e903a145-HvesV9.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css?simply_static_page=162
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css?simply_static_page=162
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 314 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e903a145-HvesV9.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:01da20206ce9a1b4ed2cc2f7fbd41f219ab1003a===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e9045b3e-CdeCzg.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js?simply_static_page=163
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js?simply_static_page=163
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 133156 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e9045b3e-CdeCzg.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:a011fe207b172ff24f85e0b855be719e5dba9f81===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e905204c-xYF4HL.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js?simply_static_page=164
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js?simply_static_page=164
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 45156 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e905204c-xYF4HL.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:1cbee1e971d511cddc67dbc188265439fc774c86===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e9060846-UMFiT8.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js?simply_static_page=165
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js?simply_static_page=165
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 10363 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e9060846-UMFiT8.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:42bc66f9e83ba987eb528be0c2bd3e6914605e36===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e906c704-ILxRNi.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js?simply_static_page=166
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js?simply_static_page=166
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 3753 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e906c704-ILxRNi.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:9d72caa3fc433eb72c1cbc0f3be7873adb8f53a6===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/color-thief/color-thief.min.js
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e907790c-AHuPXH.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/color-thief/color-thief.min.js?simply_static_page=167
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/color-thief/color-thief.min.js?simply_static_page=167
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 6666 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/color-thief/color-thief.min.js
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e907790c-AHuPXH.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/color-thief/color-thief.min.js
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:c0b139109997cdc97353beaabb512283a5f481e0===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/dialog/dialog.js
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e908590a-pCzSb9.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/dialog/dialog.js?simply_static_page=168
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/dialog/dialog.js?simply_static_page=168
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 21336 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/dialog/dialog.js
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e908590a-pCzSb9.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/dialog/dialog.js
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:b20153581eeb882dccacf9ec211babdcc242245d===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e90904a2-liXcBq.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?simply_static_page=169
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?simply_static_page=169
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 11286 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e90904a2-liXcBq.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:2b447952b34107ffd6ba081f99d4879fccdf0a75===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e909df90-GZ6OFM.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css?simply_static_page=170
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css?simply_static_page=170
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 3762 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e909df90-GZ6OFM.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:00e5beb9c5312fee3eb3344a5dc3ddaa29d9759d===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e90a5af4-0Vgvn3.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?simply_static_page=171
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?simply_static_page=171
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 3303 bytes
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702e90a5af4-0Vgvn3.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:00] [class-ss-page.php:119] Checking Content Identical:51627109dea8c9f26708227de2ea6c0dd1f0417f===. Value: FALSE
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2024-12-28 17:00:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 957
[2024-12-28 17:00:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702e90abe71-YnZa2M.tmp
[2024-12-28 17:00:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=172
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=172
[2024-12-28 17:00:00] [class-ss-url-fetcher.php:103] Filesize: 49904 bytes
